项目名称,项目编号,开标时间,工程分类,是否联合体投标,资格审查方式,预算,备注,企业资质,人员资质,招标公告网址
红垦单元FG02-01、02、03地块公租房建设项目方案设计、初步设计,A3301090130507759001211,2023/8/29 9:30,房屋建筑,否,资格后审,140,投标单位需完成市场主体注册入库。,具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=d5ea7dea-d544-44f1-ae7e-d0ce64aba928&IsInner=0&IsHistory=&ModuleID=22
采荷街道2023年老旧小区综合改造提升工程（洁莲社区）,A3301020070507880001211,2023/8/30 9:30,房屋建筑,否,资格后审,4422.4697,,具备 施工总承包企业建筑工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9b23f86d-c6a6-41b1-a09e-33163f8f1c61&IsInner=0&IsHistory=&ModuleID=22
余杭街道未来乡村示范带建设项目（一期）,A3301100140507928001221,2023/8/29 9:30,市政公用,否,资格后审,3871.5646,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9edcc407-ceb0-4b66-858e-0b04bce368f0&IsInner=0&IsHistory=&ModuleID=22
石桥单元XC0802-R22-13地块公共服务设施用房建筑师负责制服务项目,A3301050100507454001212,2023/8/30 9:30,房屋建筑,是,资格后审,114.3883,投标保函在“宏云服务平台”（网址：https://jinfu.hongyun.zhonghongwang.com/，包括保险机构保证保险保单、融资担保公司保函、银行保函）开具，具体办理路径为：在“宏云服务平台”中“宏云金服”系统选择“投标保函”-“搜索项目”-“申请保函”。,同时具备 设计综合类 甲级、房屋建筑工程 丙级 或者同时具备 房屋建筑工程 丙级、设计专业类 建筑行业 建筑工程 丙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=7131b084-3e4c-4c46-8490-c3c352665ecd&IsInner=0&IsHistory=&ModuleID=22
2022年度余杭区良渚街道石桥村高标准农田示范区建设项目,A3301100140980033001251,2023/8/30 9:30,水利水电,否,资格后审,1265.6383,,具备 施工总承包企业水利水电工程(新) 三级,具备 水利水电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=c709ace9-37d3-41b1-94fa-7ce56a1d1a4a&IsInner=0&IsHistory=&ModuleID=22
2021年度富阳区新时代美丽乡村创建项目（第三批）-东洲街道鸡笼山村节点建设工程,A3301110200508001001221,2023/8/30 9:00,市政公用,否,资格后审,1156.8062,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=046d4473-b45c-45c9-991f-9e26be6ea977&IsInner=0&IsHistory=&ModuleID=22
运河东路(钱江路-之江路) 道路工程涉地铁 6号线地铁保护监测,A3301010060507980001221,,市政公用,是,资格后审,182.7976,投标单位须完成市场主体注册入库。,具备 勘察综合类 甲级 或者同时具备 勘察专业类  工程测量 甲级、勘察专业类 岩土工程 岩土工程勘察 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2c7ed1b9-1625-494b-ba51-08e2c6b63428&IsInner=0&IsHistory=&ModuleID=22
杭州港萧山港区临浦作业区（一期）工程勘察及初步设计,A3301010060280126001231,2023/8/30 9:00,公路(交通),是,资格后审,240,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=4acedb92-109c-4c3f-a08d-3db2d460760f&IsInner=0&IsHistory=&ModuleID=22
杭政储出（2017）16号地块地下社会停车库景观工程,A3301010060400134001281,2023/8/29 9:30,园林绿化,否,资格后审,501.3095,投标单位须完成市场主体注册入库。,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=989b6f24-d630-48f5-872b-9c1d7d95ae98&IsInner=0&IsHistory=&ModuleID=22
丽景路公交首末站工程监理项目,A3301010060507571001211,,房屋建筑,否,资格后审,75.1047,施工图范围内的土建、安装、室外景观及配套工程等全部工程的监理及质量缺陷期的全过程监理。;投标单位须完成市场主体注册入库。,具备 房屋建筑工程 丙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=3c31fd25-f226-4105-ab1c-910ced2dc447&IsInner=0&IsHistory=&ModuleID=22
春华村南渠南侧南地块公租房项目监理,A3301110200508018001211,2023/8/30 9:00,房屋建筑,否,资格后审,835.3946,,具备 综合 或者具备 房屋建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6ef70d9b-bab2-4db1-934f-9a6cf6bcc900&IsInner=0&IsHistory=&ModuleID=22
春华村南渠南侧北地块公租房项目监理,A3301110200508016001211,2023/8/29 9:00,房屋建筑,否,资格后审,31387.1035,,具备 综合 或者具备 房屋建筑工程 乙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f5c36515-6e21-41b1-8dd3-1fe457b1c75f&IsInner=0&IsHistory=&ModuleID=22
南阳大道北伸（塘新线-钱塘快速路）,A3301090130507874001221,2023/8/29 8:45,市政公用,否,资格后审,2512.0108,投标单位需完成市场主体注册入库。,具备 施工总承包企业市政公用工程(新) 二级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=7c56ec09-33b2-4ab8-8ca2-b017b5a0e605&IsInner=0&IsHistory=&ModuleID=22
宁围街道亚运水质保障清水入城工程EPC工程总承包,A3301090130980021001251,2023/9/8 9:30,水利水电,是,资格后审,603,项目负责人具有注册在投标人单位的注册土木工程师（水利水电工程）或二级及以上注册建造师（水利水电工程）执业资格。投标单位需完成市场主体注册入库。,同时具备 设计综合类 甲级、施工总承包企业水利水电工程(新) 三级 或者同时具备 设计专业类 乙级、施工总承包企业水利水电工程(新) 三级,具备 水利水电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f7cffa14-1c3b-40d4-a07e-2e02e8e074fa&IsInner=0&IsHistory=&ModuleID=22
富政工出【2020】3号杭州东信科瑞电子有限公司富阳智能制造基地建设项目暖通空调工程,A3301110200507910001291,2023/8/29 9:00,其他,否,资格后审,2881.111,,具备 专业承包企业建筑机电安装工程(新) 一级 或者具备 施工总承包企业机电工程(新) 二级,具备 机电工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f67215b9-6316-481d-9bea-cfd7d7215aa7&IsInner=0&IsHistory=&ModuleID=22
紫云路项目,A3301080120507992001221,2023/8/28 9:15,市政公用,否,资格后审,1877.3927,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=94d19aca-c6e1-4d6b-ba5d-ddb1cac67228&IsInner=0&IsHistory=&ModuleID=22
太湖源镇众社村民族共富工坊项目,A3301850210508008001211,2023/8/29 9:00,房屋建筑,是,资格后审,610.4506,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f9500875-6714-4807-8429-5fb030490d40&IsInner=0&IsHistory=&ModuleID=22
桐扣街（星韵路-星源路）工程,A3301131280507914001221,2023/8/29 9:30,市政公用,否,资格后审,1419.726,,具备施工总承包企业市政公用工程(新)三级,具备市政公用工程一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=eb4ce9ed-82ae-46da-88d7-32bafb1b52b1&IsInner=0&IsHistory=&ModuleID=22
塔山环境综合整治工程,A3301100140400027001281,2023/8/31 9:30,园林绿化,否,资格后审,5822,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=1257bc2e-63e2-4129-b088-3adc07f47325&IsInner=0&IsHistory=&ModuleID=22
杭政工出[2022]24号杭金投新一代信息技术设备制造项目设计,A3301060110507962001211,2023/8/29 9:15,房屋建筑,否,资格后审,1272.368,,具备 设计综合类 甲级 或者具备 设计专业类  建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=43b88502-0ac7-432e-a6e1-3de192b3abcb&IsInner=0&IsHistory=&ModuleID=22
开发区桥南单元标准厂房项目方案设计、初步设计,A3301090130507951001211,2023/8/28 9:30,房屋建筑,否,资格后审,230,投标单位需完成市场主体注册入库。,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=db16344f-04ec-4d4b-bbe4-c17c6f522b44&IsInner=0&IsHistory=&ModuleID=22
S310奉化至桐庐公路窄溪至麻蓬段改建工程（原23省道）竣（交）工质量评定检测,A3301010060280125001231,2023/8/31 9:30,公路(交通),否,资格后审,861.8761,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=27e976c4-9480-4b80-8925-289080868f97&IsInner=0&IsHistory=&ModuleID=22
枇杷园区块配套道路（纵十二路）,A3301131280507443001221,2023/8/28 9:30,市政公用,否,资格后审,3668.8461,,具备 施工总承包企业市政公用工程(新) 一级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e72b8152-df3b-4885-b508-230fa1f89991&IsInner=0&IsHistory=&ModuleID=22
翠苑街道九莲社区花园南村、花园西村老旧小区提升改造EPC工程总承包,A3301060110507961001211,2023/9/7 9:15,房屋建筑,是,资格后审,1501.2144,,同时具备 设计专业类 建筑行业 乙级、施工总承包企业建筑工程(新) 三级 或者同时具备 施工总承包企业建筑工程(新) 三级、设计专业类 建筑行业 建筑工程 乙级 或者同时具备 设计综合类  甲级、施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=09a457a6-4838-4bd7-b8c2-8e8ca3774e4b&IsInner=0&IsHistory=&ModuleID=22
英公水库至太湖源水厂引水工程输水管道安装工程二标（天目山段）13-22.5km监理,A3301850210980026001251,2023/8/30 9:00,水利水电,否,资格后审,101.3091,拟派驻本项目总监理工程师必须具有注册在投标人单位的水利部颁发的监理工程师（水利工程施工监理）注册证书或具有登记在投标人单位的水利部（或中国水利工程协会）颁发的全国水利工程建设监理工程师（水工建筑）资格证书。,具备 水利水电工程 乙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=3c94d706-6074-44ba-82d8-8e284d080381&IsInner=0&IsHistory=&ModuleID=22
双浦第一小学智能化工程,A3301060110507857001261,2023/8/29 9:00,机电安装,否,资格后审,429.6015,,具备 专业承包企业电子与智能化工程(新) 二级,具备 机电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=01d20aa5-8d72-4f7c-bacb-dc02da885a36&IsInner=0&IsHistory=&ModuleID=22
2023年黄湖镇“四好农村路”建设项目,A3301100140280056001231,2023/8/28 9:30,公路(交通),否,资格后审,1130,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=c432e922-1b45-4444-9d31-9b459f305755&IsInner=0&IsHistory=&ModuleID=22
英公水库至太湖源水厂引水工程输水管道安装工程二标（天目山段）13-22.5km,A3301850210980025001251,2023/8/29 9:00,水利水电,否,资格后审,4348.8234,,具备 施工总承包企业水利水电工程(新) 二级,具备 水利水电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=5ad8e633-b86d-45f4-9f88-24b49dd3f8b7&IsInner=0&IsHistory=&ModuleID=22
古荡湾新村屋面改造及整治EPC总承包,A3301060110507957001211,2023/9/7 9:15,房屋建筑,是,资格后审,2831.8214,,同时具备 设计专业类 建筑行业 乙级、施工总承包企业建筑工程(新) 三级 或者同时具备 设计专业类 建筑行业 建筑工程 乙级、施工总承包企业建筑工程(新) 三级 或者同时具备 施工总承包企业建筑工程(新) 三级、设计综合类 甲级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=23cd3588-993a-4b99-b3ec-010264a88043&IsInner=0&IsHistory=&ModuleID=22
丽澜轩,A3301010060190001067191,,房管,否,普通,100,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=520b0a77-e8b0-4e60-ab03-001366f1aef6&IsInner=0&IsHistory=&ModuleID=22
荷花塘未来社区第二邻里中心项目,A3301020070507461001212,2023/8/28 9:30,房屋建筑,否,资格后审,2913.4824,1、投标单位须完成市场主体注册入库2、金融服务平台电子保函办理：https://www.cyc-fund.com.cn/?areaCode=330102,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=23137f61-0d31-4868-816c-f0327bf36d6c&IsInner=0&IsHistory=&ModuleID=22
翠苑街道翠苑二区、翠苑二区北老旧小区提升改造项目EPC总承包,A3301060110507940001211,2023/9/4 9:15,房屋建筑,是,资格后审,5073.1396,,同时具备 施工总承包企业建筑工程(新) 二级、设计综合类 甲级 或者同时具备 设计专业类 建筑行业 乙级、施工总承包企业建筑工程(新) 二级 或者同时具备 设计专业类 建筑行业 建筑工程 乙级、施工总承包企业建筑工程(新) 二级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e0dba32c-397e-46f8-9161-6df7a7c89e63&IsInner=0&IsHistory=&ModuleID=22
月亮湾地下停车场工程设计,A3301080120507959001211,2023/8/25 9:30,房屋建筑,否,资格后审,138.99,,具备 设计综合类 甲级 或者同时具备 设计专业类  建筑行业 建筑工程 乙级、设计专项类 风景园林工程设计 乙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=118bf0c2-ab0b-4f32-8edb-cdea45dd4e7c&IsInner=0&IsHistory=&ModuleID=22
中泰中心小学食堂改造工程,A3301100140507960001211,2023/8/25 9:30,房屋建筑,否,资格后审,833.054,,具备施工总承包企业建筑工程(新)三级,具备建筑工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=00656a3a-0038-4ff2-b5eb-15a7b4657152&IsInner=0&IsHistory=&ModuleID=22
仁和街道社区卫生服务中心迁建项目设计,A3301100140507882001211,2023/8/24 9:30,房屋建筑,否,资格后审,465.75,,具备设计综合类甲级或者具备设计专业类建筑行业甲级或者具备设计专业类建筑行业建筑工程甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9af71025-2e64-4822-a4cb-16cdbc076fd4&IsInner=0&IsHistory=&ModuleID=22
浙江省未成年犯管教所改建二期工程监理,A3301300180507890001211,2023/8/28 9:30,房屋建筑,否,资格后审,173.8,,具备 房屋建筑工程 乙级 或者具备 综合,具备 建筑工程,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=15e2fef5-ab93-4645-9153-7ab97dee01c3&IsInner=0&IsHistory=&ModuleID=22
四何路（袁浦路-杭新景绿化带）道路工程一期,A3301060110507926001221,2023/8/25 9:00,市政公用,否,资格后审,1848.1418,,具备 施工总承包企业市政公用工程(新) 二级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6494ffef-155d-40e8-996c-f5b5456cd2eb&IsInner=0&IsHistory=&ModuleID=22
科技城西单元XSCQ0604-R2-15地块公租房建设项目设计,A3301090130507773001211,2023/8/25 9:30,房屋建筑,否,资格后审,190,投标单位需完成市场主体注册入库。,具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0610ce39-000d-4e4c-8b0d-8a7f159f6e1a&IsInner=0&IsHistory=&ModuleID=22
临平政工出[2023]14号年产10台套燃气轮机组项目EPC工程总承包,A3301131280507538001212,2023/9/5 9:30,房屋建筑,是,资格后审,22148.3976,"拟派项目负责人具有注册建筑师一级或注册结构师一级或注册建造师（建筑工程）一级资格；拟派项目负责人可以兼任本项目施工负责人或设计负责人，但投标截止日存在在其他在建合同工程中担任工程总承包项目负责人或施工负责人的，不得以拟派项目负责人的身份参加本次投标，在建合同的开始时间为合同工程中标通知书发出之日（不通过招标方式的，开始时间为合同签订之日），结束时间为该合同工程通过验收或合同解除之日；（2）拟派设计负责人具有一级注册建筑师或一级注册结构师资格（联合体投标的,注册在设计单位）；拟派施工负责人具有注册建造师（建筑工程）一级资格(联合体投标的,注册在施工单位)，同时具有&#8220;三类人员&#8221;B类证书。如在投标截止日存在在其他任何在建合同工程上担任项目施工负责人的，不得以拟派项目施工负责人的身份参加本次投标，在建合同的开始时间为合同工程中标通知书发出之日（不通过招标方式的，开始时间为合同签订之日），结束时间为该合同工程通过验收或合同解除之日。",同时具备施工总承包企业建筑工程(新)二级、设计综合类或者同时具备施工总承包企业建筑工程(新)二级、设计专业类建筑行业建筑工程甲级,具备建筑工程一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f199a4e0-5a91-4ff7-9010-dbe932433556&IsInner=0&IsHistory=&ModuleID=22
